method,model_name,split,seed,threshold_source,threshold_mode,source_file,label,threshold
asl,microsoft/deberta-v3-base,validation,1701,tuned_per_label,per_label,results/logs/deberta_asl_seed1701_deberta-v3-base_validation_thresholds.json,Hedonism,0.35000000000000003
asl,microsoft/deberta-v3-base,validation,1701,tuned_per_label,per_label,results/logs/deberta_asl_seed1701_deberta-v3-base_validation_thresholds.json,Achievement,0.21
asl,microsoft/deberta-v3-base,validation,1701,tuned_per_label,per_label,results/logs/deberta_asl_seed1701_deberta-v3-base_validation_thresholds.json,Power: dominance,0.37
asl,microsoft/deberta-v3-base,validation,1701,tuned_per_label,per_label,results/logs/deberta_asl_seed1701_deberta-v3-base_validation_thresholds.json,Power: resources,0.41000000000000003
asl,microsoft/deberta-v3-base,validation,1701,tuned_per_label,per_label,results/logs/deberta_asl_seed1701_deberta-v3-base_validation_thresholds.json,Face,0.53
asl,microsoft/deberta-v3-base,validation,1701,tuned_per_label,per_label,results/logs/deberta_asl_seed1701_deberta-v3-base_validation_thresholds.json,Security: personal,0.23
asl,microsoft/deberta-v3-base,validation,1701,tuned_per_label,per_label,results/logs/deberta_asl_seed1701_deberta-v3-base_validation_thresholds.json,Security: societal,0.52
asl,microsoft/deberta-v3-base,validation,1701,tuned_per_label,per_label,results/logs/deberta_asl_seed1701_deberta-v3-base_validation_thresholds.json,Tradition,0.61
asl,microsoft/deberta-v3-base,validation,1701,tuned_per_label,per_label,results/logs/deberta_asl_seed1701_deberta-v3-base_validation_thresholds.json,Conformity: rules,0.16
asl,microsoft/deberta-v3-base,validation,1701,tuned_per_label,per_label,results/logs/deberta_asl_seed1701_deberta-v3-base_validation_thresholds.json,Conformity: interpersonal,0.34
asl,microsoft/deberta-v3-base,validation,1701,tuned_per_label,per_label,results/logs/deberta_asl_seed1701_deberta-v3-base_validation_thresholds.json,Humility,0.16
asl,microsoft/deberta-v3-base,validation,1701,tuned_per_label,per_label,results/logs/deberta_asl_seed1701_deberta-v3-base_validation_thresholds.json,Benevolence: caring,0.32
asl,microsoft/deberta-v3-base,validation,1701,tuned_per_label,per_label,results/logs/deberta_asl_seed1701_deberta-v3-base_validation_thresholds.json,Benevolence: dependability,0.53
asl,microsoft/deberta-v3-base,validation,1701,tuned_per_label,per_label,results/logs/deberta_asl_seed1701_deberta-v3-base_validation_thresholds.json,Universalism: concern,0.89
asl,microsoft/deberta-v3-base,validation,1701,tuned_per_label,per_label,results/logs/deberta_asl_seed1701_deberta-v3-base_validation_thresholds.json,Universalism: nature,0.18
asl,microsoft/deberta-v3-base,validation,1701,tuned_per_label,per_label,results/logs/deberta_asl_seed1701_deberta-v3-base_validation_thresholds.json,Universalism: tolerance,0.35000000000000003
asl,microsoft/deberta-v3-base,test,1984,provided,provided,results/logs/deberta_asl_seed1984_deberta-v3-base_test_metrics.json,Self-direction: thought,0.29
asl,microsoft/deberta-v3-base,test,1984,provided,provided,results/logs/deberta_asl_seed1984_deberta-v3-base_test_metrics.json,Self-direction: action,0.46
asl,microsoft/deberta-v3-base,test,1984,provided,provided,results/logs/deberta_asl_seed1984_deberta-v3-base_test_metrics.json,Stimulation,0.44
asl,microsoft/deberta-v3-base,test,1984,provided,provided,results/logs/deberta_asl_seed1984_deberta-v3-base_test_metrics.json,Hedonism,0.6
asl,microsoft/deberta-v3-base,test,1984,provided,provided,results/logs/deberta_asl_seed1984_deberta-v3-base_test_metrics.json,Achievement,0.35000000000000003
asl,microsoft/deberta-v3-base,test,1984,provided,provided,results/logs/deberta_asl_seed1984_deberta-v3-base_test_metrics.json,Power: dominance,0.24
asl,microsoft/deberta-v3-base,test,1984,provided,provided,results/logs/deberta_asl_seed1984_deberta-v3-base_test_metrics.json,Power: resources,0.31
asl,microsoft/deberta-v3-base,test,1984,provided,provided,results/logs/deberta_asl_seed1984_deberta-v3-base_test_metrics.json,Face,0.32
asl,microsoft/deberta-v3-base,test,1984,provided,provided,results/logs/deberta_asl_seed1984_deberta-v3-base_test_metrics.json,Security: personal,0.35000000000000003
asl,microsoft/deberta-v3-base,test,1984,provided,provided,results/logs/deberta_asl_seed1984_deberta-v3-base_test_metrics.json,Security: societal,0.29
asl,microsoft/deberta-v3-base,test,1984,provided,provided,results/logs/deberta_asl_seed1984_deberta-v3-base_test_metrics.json,Tradition,0.26
asl,microsoft/deberta-v3-base,test,1984,provided,provided,results/logs/deberta_asl_seed1984_deberta-v3-base_test_metrics.json,Conformity: rules,0.42
asl,microsoft/deberta-v3-base,test,1984,provided,provided,results/logs/deberta_asl_seed1984_deberta-v3-base_test_metrics.json,Conformity: interpersonal,0.32
asl,microsoft/deberta-v3-base,test,1984,provided,provided,results/logs/deberta_asl_seed1984_deberta-v3-base_test_metrics.json,Humility,0.17
asl,microsoft/deberta-v3-base,test,1984,provided,provided,results/logs/deberta_asl_seed1984_deberta-v3-base_test_metrics.json,Benevolence: caring,0.45
asl,microsoft/deberta-v3-base,test,1984,provided,provided,results/logs/deberta_asl_seed1984_deberta-v3-base_test_metrics.json,Benevolence: dependability,0.44
asl,microsoft/deberta-v3-base,test,1984,provided,provided,results/logs/deberta_asl_seed1984_deberta-v3-base_test_metrics.json,Universalism: concern,0.36
asl,microsoft/deberta-v3-base,test,1984,provided,provided,results/logs/deberta_asl_seed1984_deberta-v3-base_test_metrics.json,Universalism: nature,0.49
asl,microsoft/deberta-v3-base,test,1984,provided,provided,results/logs/deberta_asl_seed1984_deberta-v3-base_test_metrics.json,Universalism: tolerance,0.35000000000000003
asl,microsoft/deberta-v3-base,validation,1984,tuned_per_label,per_label,results/logs/deberta_asl_seed1984_deberta-v3-base_validation_thresholds.json,Self-direction: thought,0.29
asl,microsoft/deberta-v3-base,validation,1984,tuned_per_label,per_label,results/logs/deberta_asl_seed1984_deberta-v3-base_validation_thresholds.json,Self-direction: action,0.46
asl,microsoft/deberta-v3-base,validation,1984,tuned_per_label,per_label,results/logs/deberta_asl_seed1984_deberta-v3-base_validation_thresholds.json,Stimulation,0.44
asl,microsoft/deberta-v3-base,validation,1984,tuned_per_label,per_label,results/logs/deberta_asl_seed1984_deberta-v3-base_validation_thresholds.json,Hedonism,0.6
asl,microsoft/deberta-v3-base,validation,1984,tuned_per_label,per_label,results/logs/deberta_asl_seed1984_deberta-v3-base_validation_thresholds.json,Achievement,0.35000000000000003
asl,microsoft/deberta-v3-base,validation,1984,tuned_per_label,per_label,results/logs/deberta_asl_seed1984_deberta-v3-base_validation_thresholds.json,Power: dominance,0.24
asl,microsoft/deberta-v3-base,validation,1984,tuned_per_label,per_label,results/logs/deberta_asl_seed1984_deberta-v3-base_validation_thresholds.json,Power: resources,0.31
asl,microsoft/deberta-v3-base,validation,1984,tuned_per_label,per_label,results/logs/deberta_asl_seed1984_deberta-v3-base_validation_thresholds.json,Face,0.32
asl,microsoft/deberta-v3-base,validation,1984,tuned_per_label,per_label,results/logs/deberta_asl_seed1984_deberta-v3-base_validation_thresholds.json,Security: personal,0.35000000000000003
asl,microsoft/deberta-v3-base,validation,1984,tuned_per_label,per_label,results/logs/deberta_asl_seed1984_deberta-v3-base_validation_thresholds.json,Security: societal,0.29
asl,microsoft/deberta-v3-base,validation,1984,tuned_per_label,per_label,results/logs/deberta_asl_seed1984_deberta-v3-base_validation_thresholds.json,Tradition,0.26
asl,microsoft/deberta-v3-base,validation,1984,tuned_per_label,per_label,results/logs/deberta_asl_seed1984_deberta-v3-base_validation_thresholds.json,Conformity: rules,0.42
asl,microsoft/deberta-v3-base,validation,1984,tuned_per_label,per_label,results/logs/deberta_asl_seed1984_deberta-v3-base_validation_thresholds.json,Conformity: interpersonal,0.32
asl,microsoft/deberta-v3-base,validation,1984,tuned_per_label,per_label,results/logs/deberta_asl_seed1984_deberta-v3-base_validation_thresholds.json,Humility,0.17
asl,microsoft/deberta-v3-base,validation,1984,tuned_per_label,per_label,results/logs/deberta_asl_seed1984_deberta-v3-base_validation_thresholds.json,Benevolence: caring,0.45
asl,microsoft/deberta-v3-base,validation,1984,tuned_per_label,per_label,results/logs/deberta_asl_seed1984_deberta-v3-base_validation_thresholds.json,Benevolence: dependability,0.44
asl,microsoft/deberta-v3-base,validation,1984,tuned_per_label,per_label,results/logs/deberta_asl_seed1984_deberta-v3-base_validation_thresholds.json,Universalism: concern,0.36
asl,microsoft/deberta-v3-base,validation,1984,tuned_per_label,per_label,results/logs/deberta_asl_seed1984_deberta-v3-base_validation_thresholds.json,Universalism: nature,0.49
asl,microsoft/deberta-v3-base,validation,1984,tuned_per_label,per_label,results/logs/deberta_asl_seed1984_deberta-v3-base_validation_thresholds.json,Universalism: tolerance,0.35000000000000003
asl,microsoft/deberta-v3-base,test,42,provided,provided,results/logs/deberta_asl_seed42_deberta-v3-base_test_metrics.json,Self-direction: thought,0.6900000000000001
asl,microsoft/deberta-v3-base,test,42,provided,provided,results/logs/deberta_asl_seed42_deberta-v3-base_test_metrics.json,Self-direction: action,0.33
asl,microsoft/deberta-v3-base,test,42,provided,provided,results/logs/deberta_asl_seed42_deberta-v3-base_test_metrics.json,Stimulation,0.52
asl,microsoft/deberta-v3-base,test,42,provided,provided,results/logs/deberta_asl_seed42_deberta-v3-base_test_metrics.json,Hedonism,0.79
asl,microsoft/deberta-v3-base,test,42,provided,provided,results/logs/deberta_asl_seed42_deberta-v3-base_test_metrics.json,Achievement,0.37
asl,microsoft/deberta-v3-base,test,42,provided,provided,results/logs/deberta_asl_seed42_deberta-v3-base_test_metrics.json,Power: dominance,0.39
asl,microsoft/deberta-v3-base,test,42,provided,provided,results/logs/deberta_asl_seed42_deberta-v3-base_test_metrics.json,Power: resources,0.18
asl,microsoft/deberta-v3-base,test,42,provided,provided,results/logs/deberta_asl_seed42_deberta-v3-base_test_metrics.json,Face,0.24
asl,microsoft/deberta-v3-base,test,42,provided,provided,results/logs/deberta_asl_seed42_deberta-v3-base_test_metrics.json,Security: personal,0.5
asl,microsoft/deberta-v3-base,test,42,provided,provided,results/logs/deberta_asl_seed42_deberta-v3-base_test_metrics.json,Security: societal,0.53
asl,microsoft/deberta-v3-base,test,42,provided,provided,results/logs/deberta_asl_seed42_deberta-v3-base_test_metrics.json,Tradition,0.33
asl,microsoft/deberta-v3-base,test,42,provided,provided,results/logs/deberta_asl_seed42_deberta-v3-base_test_metrics.json,Conformity: rules,0.28
asl,microsoft/deberta-v3-base,test,42,provided,provided,results/logs/deberta_asl_seed42_deberta-v3-base_test_metrics.json,Conformity: interpersonal,0.24
asl,microsoft/deberta-v3-base,test,42,provided,provided,results/logs/deberta_asl_seed42_deberta-v3-base_test_metrics.json,Humility,0.41000000000000003
asl,microsoft/deberta-v3-base,test,42,provided,provided,results/logs/deberta_asl_seed42_deberta-v3-base_test_metrics.json,Benevolence: caring,0.3
asl,microsoft/deberta-v3-base,test,42,provided,provided,results/logs/deberta_asl_seed42_deberta-v3-base_test_metrics.json,Benevolence: dependability,0.24
asl,microsoft/deberta-v3-base,test,42,provided,provided,results/logs/deberta_asl_seed42_deberta-v3-base_test_metrics.json,Universalism: concern,0.33
asl,microsoft/deberta-v3-base,test,42,provided,provided,results/logs/deberta_asl_seed42_deberta-v3-base_test_metrics.json,Universalism: nature,0.33
asl,microsoft/deberta-v3-base,test,42,provided,provided,results/logs/deberta_asl_seed42_deberta-v3-base_test_metrics.json,Universalism: tolerance,0.27
asl,microsoft/deberta-v3-base,validation,42,tuned_per_label,per_label,results/logs/deberta_asl_seed42_deberta-v3-base_validation_thresholds.json,Self-direction: thought,0.6900000000000001
asl,microsoft/deberta-v3-base,validation,42,tuned_per_label,per_label,results/logs/deberta_asl_seed42_deberta-v3-base_validation_thresholds.json,Self-direction: action,0.33
asl,microsoft/deberta-v3-base,validation,42,tuned_per_label,per_label,results/logs/deberta_asl_seed42_deberta-v3-base_validation_thresholds.json,Stimulation,0.52
asl,microsoft/deberta-v3-base,validation,42,tuned_per_label,per_label,results/logs/deberta_asl_seed42_deberta-v3-base_validation_thresholds.json,Hedonism,0.79
asl,microsoft/deberta-v3-base,validation,42,tuned_per_label,per_label,results/logs/deberta_asl_seed42_deberta-v3-base_validation_thresholds.json,Achievement,0.37
asl,microsoft/deberta-v3-base,validation,42,tuned_per_label,per_label,results/logs/deberta_asl_seed42_deberta-v3-base_validation_thresholds.json,Power: dominance,0.39
asl,microsoft/deberta-v3-base,validation,42,tuned_per_label,per_label,results/logs/deberta_asl_seed42_deberta-v3-base_validation_thresholds.json,Power: resources,0.18
asl,microsoft/deberta-v3-base,validation,42,tuned_per_label,per_label,results/logs/deberta_asl_seed42_deberta-v3-base_validation_thresholds.json,Face,0.24
asl,microsoft/deberta-v3-base,validation,42,tuned_per_label,per_label,results/logs/deberta_asl_seed42_deberta-v3-base_validation_thresholds.json,Security: personal,0.5
asl,microsoft/deberta-v3-base,validation,42,tuned_per_label,per_label,results/logs/deberta_asl_seed42_deberta-v3-base_validation_thresholds.json,Security: societal,0.53
asl,microsoft/deberta-v3-base,validation,42,tuned_per_label,per_label,results/logs/deberta_asl_seed42_deberta-v3-base_validation_thresholds.json,Tradition,0.33
asl,microsoft/deberta-v3-base,validation,42,tuned_per_label,per_label,results/logs/deberta_asl_seed42_deberta-v3-base_validation_thresholds.json,Conformity: rules,0.28
asl,microsoft/deberta-v3-base,validation,42,tuned_per_label,per_label,results/logs/deberta_asl_seed42_deberta-v3-base_validation_thresholds.json,Conformity: interpersonal,0.24
asl,microsoft/deberta-v3-base,validation,42,tuned_per_label,per_label,results/logs/deberta_asl_seed42_deberta-v3-base_validation_thresholds.json,Humility,0.41000000000000003
asl,microsoft/deberta-v3-base,validation,42,tuned_per_label,per_label,results/logs/deberta_asl_seed42_deberta-v3-base_validation_thresholds.json,Benevolence: caring,0.3
asl,microsoft/deberta-v3-base,validation,42,tuned_per_label,per_label,results/logs/deberta_asl_seed42_deberta-v3-base_validation_thresholds.json,Benevolence: dependability,0.24
asl,microsoft/deberta-v3-base,validation,42,tuned_per_label,per_label,results/logs/deberta_asl_seed42_deberta-v3-base_validation_thresholds.json,Universalism: concern,0.33
asl,microsoft/deberta-v3-base,validation,42,tuned_per_label,per_label,results/logs/deberta_asl_seed42_deberta-v3-base_validation_thresholds.json,Universalism: nature,0.33
asl,microsoft/deberta-v3-base,validation,42,tuned_per_label,per_label,results/logs/deberta_asl_seed42_deberta-v3-base_validation_thresholds.json,Universalism: tolerance,0.27
asl,microsoft/deberta-v3-base,test,7,provided,provided,results/logs/deberta_asl_seed7_deberta-v3-base_test_metrics.json,Self-direction: thought,0.06
asl,microsoft/deberta-v3-base,test,7,provided,provided,results/logs/deberta_asl_seed7_deberta-v3-base_test_metrics.json,Self-direction: action,0.51
asl,microsoft/deberta-v3-base,test,7,provided,provided,results/logs/deberta_asl_seed7_deberta-v3-base_test_metrics.json,Stimulation,0.24
asl,microsoft/deberta-v3-base,test,7,provided,provided,results/logs/deberta_asl_seed7_deberta-v3-base_test_metrics.json,Hedonism,0.4
asl,microsoft/deberta-v3-base,test,7,provided,provided,results/logs/deberta_asl_seed7_deberta-v3-base_test_metrics.json,Achievement,0.25
asl,microsoft/deberta-v3-base,test,7,provided,provided,results/logs/deberta_asl_seed7_deberta-v3-base_test_metrics.json,Power: dominance,0.32
asl,microsoft/deberta-v3-base,test,7,provided,provided,results/logs/deberta_asl_seed7_deberta-v3-base_test_metrics.json,Power: resources,0.23
asl,microsoft/deberta-v3-base,test,7,provided,provided,results/logs/deberta_asl_seed7_deberta-v3-base_test_metrics.json,Face,0.08
asl,microsoft/deberta-v3-base,test,7,provided,provided,results/logs/deberta_asl_seed7_deberta-v3-base_test_metrics.json,Security: personal,0.22
asl,microsoft/deberta-v3-base,test,7,provided,provided,results/logs/deberta_asl_seed7_deberta-v3-base_test_metrics.json,Security: societal,0.32
asl,microsoft/deberta-v3-base,test,7,provided,provided,results/logs/deberta_asl_seed7_deberta-v3-base_test_metrics.json,Tradition,0.43
asl,microsoft/deberta-v3-base,test,7,provided,provided,results/logs/deberta_asl_seed7_deberta-v3-base_test_metrics.json,Conformity: rules,0.31
asl,microsoft/deberta-v3-base,test,7,provided,provided,results/logs/deberta_asl_seed7_deberta-v3-base_test_metrics.json,Conformity: interpersonal,0.25
asl,microsoft/deberta-v3-base,test,7,provided,provided,results/logs/deberta_asl_seed7_deberta-v3-base_test_metrics.json,Humility,0.12
asl,microsoft/deberta-v3-base,test,7,provided,provided,results/logs/deberta_asl_seed7_deberta-v3-base_test_metrics.json,Benevolence: caring,0.16
asl,microsoft/deberta-v3-base,test,7,provided,provided,results/logs/deberta_asl_seed7_deberta-v3-base_test_metrics.json,Benevolence: dependability,0.62
asl,microsoft/deberta-v3-base,test,7,provided,provided,results/logs/deberta_asl_seed7_deberta-v3-base_test_metrics.json,Universalism: concern,0.67
asl,microsoft/deberta-v3-base,test,7,provided,provided,results/logs/deberta_asl_seed7_deberta-v3-base_test_metrics.json,Universalism: nature,0.11
asl,microsoft/deberta-v3-base,test,7,provided,provided,results/logs/deberta_asl_seed7_deberta-v3-base_test_metrics.json,Universalism: tolerance,0.28
asl,microsoft/deberta-v3-base,validation,7,tuned_per_label,per_label,results/logs/deberta_asl_seed7_deberta-v3-base_validation_thresholds.json,Self-direction: thought,0.06
asl,microsoft/deberta-v3-base,validation,7,tuned_per_label,per_label,results/logs/deberta_asl_seed7_deberta-v3-base_validation_thresholds.json,Self-direction: action,0.51
asl,microsoft/deberta-v3-base,validation,7,tuned_per_label,per_label,results/logs/deberta_asl_seed7_deberta-v3-base_validation_thresholds.json,Stimulation,0.24
asl,microsoft/deberta-v3-base,validation,7,tuned_per_label,per_label,results/logs/deberta_asl_seed7_deberta-v3-base_validation_thresholds.json,Hedonism,0.4
asl,microsoft/deberta-v3-base,validation,7,tuned_per_label,per_label,results/logs/deberta_asl_seed7_deberta-v3-base_validation_thresholds.json,Achievement,0.25
asl,microsoft/deberta-v3-base,validation,7,tuned_per_label,per_label,results/logs/deberta_asl_seed7_deberta-v3-base_validation_thresholds.json,Power: dominance,0.32
asl,microsoft/deberta-v3-base,validation,7,tuned_per_label,per_label,results/logs/deberta_asl_seed7_deberta-v3-base_validation_thresholds.json,Power: resources,0.23
asl,microsoft/deberta-v3-base,validation,7,tuned_per_label,per_label,results/logs/deberta_asl_seed7_deberta-v3-base_validation_thresholds.json,Face,0.08
asl,microsoft/deberta-v3-base,validation,7,tuned_per_label,per_label,results/logs/deberta_asl_seed7_deberta-v3-base_validation_thresholds.json,Security: personal,0.22
asl,microsoft/deberta-v3-base,validation,7,tuned_per_label,per_label,results/logs/deberta_asl_seed7_deberta-v3-base_validation_thresholds.json,Security: societal,0.32
